project_id,state,district,project_type,land_area_acres,affected_families,compensation_status,approval_delay_days,legal_disputes,possession_status,rehab_progress_pct,stakeholder_responsiveness_pct,historical_performance_score,documentation_status,notification_status,departments_involved,acquisition_stage,historical_delay_count,is_delayed,delay_days,latitude,longitude,geo_source,green_zone_status,green_zone_pct,forest_area_pct,tree_cover_pct,protected_area_distance_km,eco_sensitive_zone,wetland_present,waterbody_distance_m,environmental_clearance_required,environmental_clearance_status,tree_cutting_required,tree_compensation_required,elevation_m,slope_degree,distance_to_road_km,distance_to_highway_km,distance_to_railway_km,distance_to_city_km,terrain_type,land_use_type,agricultural_area_pct,residential_area_pct,commercial_area_pct,industrial_area_pct,land_conversion_required,land_conversion_status,landowners_count,displaced_families,vulnerable_households,livelihood_dependency_pct,consent_status,opposition_level,rehabilitation_required,resettlement_status,ownership_type,ownership_conflict,title_verification_status,title_defect_flag,encumbrance_status,inheritance_dispute,mutation_status,record_completeness_pct,boundary_dispute,court_case_status,required_clearances_count,clearances_obtained_count,public_hearing_status,authority_approval_status,gazette_notification_status,documentation_completeness_pct,estimated_land_value_lakh,estimated_compensation_lakh,compensation_paid_pct,compensation_dispute,market_value_variance_pct,additional_compensation_claim,electricity_infrastructure_present,water_infrastructure_present,utility_shift_required,utility_shift_status,distance_to_school_km,distance_to_hospital_km,distance_to_market_km,flood_risk,waterlogging_risk,erosion_risk,seismic_zone,soil_type,drainage_quality,risk_score_demo,risk_band_demo,data_status,provenance_note
LA-0279,Gujarat,Bhavnagar,Railway,39.1,18,Mostly Paid,37,1,Partial,56.8,75.4,59.2,Complete,,5,Possession,2,1,120,21.180857,81.693649,synthetic_demo_district_center,Green Zone,42.5,17.6,17.9,8.14,No,No,206.0,Yes,Not Required,No,No,553.1,0.5,1.16,1.67,3.42,2.37,Hilly,Agricultural,59.7,18.3,12.7,1.4,No,Approved,5,4,0,84.5,Disputed,High,Yes,Planned,Government,,Verified,No,Clear,No,Updated,96.2,No,,3,3,Pending,Approved,Pending,50.4,1288.24,2799.55,0.3,No,28.0,No,Yes,Yes,Yes,Completed,1.81,5.09,6.53,Low,High,Low,IV,Sandy,Good,47.8,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0280,Karnataka,Bengaluru Urban,Irrigation,66.5,40,Fully Paid,57,1,Mostly Obtained,31.8,66.8,36.6,Complete,Pending,1,Notification,1,0,14,22.404627,88.419462,synthetic_demo_district_center,Non-Green Zone,13.7,8.3,34.1,9.18,No,No,577.0,No,Not Required,Yes,Yes,1795.2,1.8,0.81,4.99,12.48,6.06,Plain,Residential,16.9,15.3,1.2,0.4,Yes,Not Required,2,2,0,23.5,Obtained,Low,Yes,Completed,Institutional,,Under Review,No,Reported,No,Updated,74.5,No,,6,4,Pending,Partially Approved,Issued,98.9,933.96,1693.52,30.2,No,4.2,No,Yes,No,Yes,Pending,1.62,3.5,1.17,High,High,Medium,III,Alluvial,Good,56.2,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0281,Gujarat,Bhavnagar,Metro,32.8,15,Fully Paid,46,0,Partial,47.7,26.2,54.9,Complete,Completed,4,Notification,1,1,70,30.984923,75.816843,synthetic_demo_district_center,Green Zone,7.0,4.6,8.2,6.83,No,No,492.0,Yes,Not Required,Yes,Yes,130.1,0.6,1.4,22.16,10.63,1.71,Plain,Residential,54.6,2.0,3.3,4.0,No,Not Required,28,7,3,23.4,Obtained,Low,Yes,Not Required,Government,,Under Review,No,Clear,No,Pending,73.8,No,,3,3,Not Required,Approved,Issued,71.5,5157.26,10579.64,20.5,No,28.0,No,Yes,Yes,No,Not Required,0.67,6.9,5.6,Medium,Medium,Medium,II,Loamy,Good,25.7,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0282,Gujarat,Surat,Airport,55.6,27,Fully Paid,29,0,Partial,81.9,56.4,84.9,Incomplete,Pending,4,Notification,2,0,13,21.233741,81.785274,synthetic_demo_district_center,Non-Green Zone,26.4,4.0,3.9,1.36,No,No,15.0,No,Not Required,Yes,Yes,1186.0,12.0,2.19,4.61,14.83,7.19,Plain,Residential,75.0,16.2,4.7,4.5,No,Pending,7,1,4,51.1,Partial,Low,Yes,In Progress,Private,Confirmed,Under Review,No,Clear,No,Pending,86.3,No,,6,6,Completed,Partially Approved,Pending,71.9,3189.95,6053.85,70.0,No,31.5,No,No,Yes,Yes,In Progress,4.79,0.31,3.72,Medium,Low,Low,III,Red,Good,36.9,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0283,Gujarat,Rajkot,Industrial,111.0,44,Fully Paid,4,2,Mostly Obtained,36.7,90.1,66.7,Complete,Partially Completed,6,Possession,1,0,0,23.086151,77.393172,synthetic_demo_district_center,Non-Green Zone,16.2,9.6,7.5,2.07,No,No,1049.0,No,Approved,Yes,Yes,1073.7,7.0,5.2,5.19,6.46,29.61,Plain,Agricultural,46.9,14.3,2.1,1.8,No,Not Required,38,7,8,77.1,Pending,Low,Yes,Planned,Private,Possible,Verified,No,Reported,No,Updated,63.3,No,,3,3,Not Required,Approved,Issued,67.9,7858.94,10391.19,33.9,No,15.9,No,Yes,Yes,No,Completed,3.47,4.19,6.89,High,Low,High,II,Laterite,Moderate,35.6,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0284,Madhya Pradesh,Gwalior,Highway,52.9,21,Not Started,19,0,Partial,55.8,59.1,86.6,Partially Complete,Completed,5,Possession,2,1,167,30.908976,75.824932,synthetic_demo_district_center,Buffer Zone,35.3,8.7,15.3,6.22,No,No,537.0,No,Approved,No,No,980.1,1.7,1.65,3.21,9.98,16.15,Plain,Residential,55.6,5.5,3.2,1.8,Yes,Pending,16,2,3,51.9,Partial,Low,Yes,Not Required,Joint,,Under Review,No,Clear,No,Updated,87.3,No,Pending,4,1,Completed,Partially Approved,Issued,68.8,660.64,894.72,51.1,No,25.2,Yes,Yes,Yes,Yes,Not Required,1.73,1.08,1.89,Medium,Low,Low,II,Loamy,Moderate,37.9,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0285,Gujarat,Rajkot,Power,29.6,15,Not Started,17,1,Mostly Obtained,19.1,42.3,81.9,Complete,Completed,6,Compensation,1,0,2,13.103516,77.641329,synthetic_demo_district_center,Non-Green Zone,23.5,1.5,19.5,8.75,No,No,321.0,No,Not Required,No,No,1603.4,4.7,1.52,8.05,6.98,6.54,Plateau,Residential,65.4,1.7,4.4,3.2,Yes,Not Required,12,5,3,90.6,Obtained,High,Yes,Not Required,Government,Possible,Verified,No,Clear,No,Updated,64.1,No,,5,5,Pending,Pending,Issued,83.3,507.96,578.99,53.4,No,-3.9,No,Yes,No,No,Not Required,3.18,1.44,4.66,High,Low,Low,III,Red,Moderate,39.5,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0286,Odisha,Sambalpur,Railway,53.7,26,Partially Paid,50,1,Partial,73.0,80.9,69.6,Partially Complete,Completed,3,Rehabilitation,0,0,22,26.086036,91.763414,synthetic_demo_district_center,Non-Green Zone,24.5,24.3,30.2,6.55,No,Yes,427.0,No,Pending,Yes,Yes,734.6,4.1,2.06,4.47,4.52,6.01,Plain,Government,37.8,4.4,1.3,0.9,Yes,Not Required,10,3,0,24.0,Disputed,Low,Yes,Not Required,Private,Confirmed,Under Review,No,Clear,No,Updated,58.4,No,Pending,6,4,Not Required,Pending,Issued,82.3,1715.42,2658.19,39.2,Yes,4.8,No,Yes,Yes,No,Not Required,1.47,5.69,1.0,Low,Low,Low,III,Red,Moderate,61.4,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0287,Rajasthan,Kota,Power,27.3,12,Partially Paid,33,1,Mostly Obtained,29.7,60.5,44.0,Incomplete,Pending,3,Compensation,1,0,17,26.132514,91.617268,synthetic_demo_district_center,Non-Green Zone,28.2,13.0,12.2,4.93,No,No,267.0,No,Pending,No,No,1121.9,3.0,3.0,4.8,11.57,1.78,Hilly,Agricultural,47.7,13.1,1.1,7.3,Yes,Approved,20,6,4,34.2,Obtained,Low,Yes,Not Required,Private,,Issue Found,Yes,Clear,No,Updated,94.0,No,,0,0,Completed,Approved,Issued,66.5,5308.09,10373.14,56.7,Yes,17.8,No,Yes,No,No,In Progress,1.07,6.48,1.4,Medium,High,High,II,Sandy,Good,61.4,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0288,Bihar,Nalanda,Highway,25.0,13,Fully Paid,34,3,Partial,20.2,75.0,62.8,Complete,Completed,2,Possession,0,0,15,22.829957,72.643066,synthetic_demo_district_center,Green Zone,37.3,23.4,14.1,8.67,No,No,338.0,Yes,Not Required,No,No,36.4,0.7,3.05,4.31,21.25,29.86,Hilly,Agricultural,54.5,7.8,1.6,0.9,No,Not Required,14,5,3,40.0,Obtained,Low,Yes,Planned,Private,,Verified,No,Clear,No,Pending,90.6,No,,6,3,Not Required,Partially Approved,Issued,98.8,3646.57,6616.14,24.2,No,-13.0,No,No,No,No,In Progress,3.36,0.28,2.0,Low,Low,Low,III,Loamy,Moderate,37.8,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0289,Uttar Pradesh,Agra,Highway,18.8,9,Fully Paid,15,0,Mostly Obtained,16.2,53.3,46.2,Partially Complete,Pending,6,Planning,1,0,3,25.54877,85.101658,synthetic_demo_district_center,Non-Green Zone,16.2,1.4,11.8,5.63,No,No,186.0,No,Not Required,No,No,224.7,3.2,7.81,6.46,4.18,5.85,Plain,Agricultural,44.3,1.6,0.6,6.3,No,Not Required,7,2,2,57.6,Obtained,Medium,Yes,In Progress,Private,,Verified,No,Clear,No,Updated,95.1,No,,1,1,Not Required,Partially Approved,Pending,62.0,158.65,344.63,6.6,Yes,21.9,No,No,No,No,Completed,2.57,1.81,4.55,Medium,Low,Medium,II,Loamy,Poor,52.4,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0290,Uttar Pradesh,Mathura,Irrigation,79.2,33,Partially Paid,75,1,Partial,52.6,97.9,38.6,Complete,Pending,4,Rehabilitation,3,0,8,28.664622,76.83676,synthetic_demo_district_center,Non-Green Zone,35.7,16.6,4.8,1.32,No,No,843.0,No,Pending,No,No,74.8,1.9,3.99,8.53,4.26,33.47,Plain,Residential,56.8,19.5,5.9,0.7,No,Not Required,5,2,2,96.9,Obtained,High,Yes,Not Required,Government,Possible,Under Review,No,Clear,No,Updated,65.0,No,,2,1,Completed,Approved,Issued,63.0,1951.34,3222.53,23.4,No,-5.7,Yes,Yes,Yes,Yes,Not Required,2.52,1.74,1.31,Low,Low,Medium,III,Sandy,Moderate,41.1,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0291,Bihar,Muzaffarpur,Highway,13.3,6,Mostly Paid,34,1,Mostly Obtained,38.8,19.3,70.8,Complete,Pending,2,Possession,1,1,99,30.45548,78.075155,synthetic_demo_district_center,Non-Green Zone,30.6,10.9,19.3,3.37,No,No,46.0,No,Approved,No,No,1389.5,3.3,4.24,6.2,3.85,1.76,Plain,Agricultural,82.4,22.0,5.9,5.2,No,Pending,4,2,1,23.4,Obtained,Medium,Yes,In Progress,Private,,Verified,No,Clear,No,Updated,65.6,No,,3,3,Completed,Pending,Pending,58.3,718.12,1294.14,85.3,No,-13.8,No,Yes,No,No,In Progress,3.24,4.53,10.75,Low,Low,Low,V,Laterite,Good,37.0,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0292,Madhya Pradesh,Indore,Irrigation,77.4,41,Fully Paid,14,0,Full,39.6,78.2,59.1,Complete,Completed,4,Rehabilitation,0,0,26,26.117255,91.907778,synthetic_demo_district_center,Non-Green Zone,12.2,4.1,29.0,10.77,No,Yes,977.0,No,Approved,Yes,Yes,317.6,6.4,3.11,1.41,6.7,17.04,Hilly,Commercial,58.2,8.9,1.0,0.9,No,Not Required,5,0,0,69.8,Obtained,Low,No,In Progress,Private,,Verified,No,Clear,No,Updated,76.8,No,,1,1,Completed,Partially Approved,Issued,85.1,1828.36,2955.76,52.6,No,0.9,No,Yes,No,No,Not Required,0.23,2.99,2.7,Low,Medium,Low,IV,Black,Good,42.2,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0293,Maharashtra,Nashik,Railway,35.7,18,Mostly Paid,15,0,Partial,67.4,62.1,23.2,Complete,Completed,2,Closure,0,0,34,16.402207,80.544728,synthetic_demo_district_center,Green Zone,26.9,5.6,15.8,1.66,No,No,2152.0,Yes,Approved,Yes,Yes,1591.9,2.2,0.42,5.58,2.86,16.0,Plain,Agricultural,60.4,4.1,5.9,1.4,Yes,Pending,2,1,3,46.3,Obtained,Low,Yes,Not Required,Private,,Verified,No,Clear,No,Updated,95.7,No,,2,2,Not Required,Pending,Issued,93.8,1116.51,2406.47,50.1,No,13.0,Yes,Yes,Yes,No,Not Required,1.59,0.34,0.55,Low,Medium,Medium,III,Black,Good,39.4,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0294,Madhya Pradesh,Gwalior,Industrial,8.6,3,Not Started,38,1,Partial,65.2,76.1,49.8,,Pending,6,Rehabilitation,1,0,18,22.551697,88.442783,synthetic_demo_district_center,Non-Green Zone,18.2,9.0,8.8,6.56,No,No,1051.0,No,Not Required,No,No,46.0,2.8,0.05,4.87,2.6,14.97,Hilly,Residential,41.6,21.1,1.9,2.3,No,Not Required,13,5,5,79.4,Obtained,Low,Yes,Not Required,Private,,Verified,No,Clear,No,Pending,91.7,No,,1,1,Completed,Approved,Pending,92.8,869.47,1491.31,83.7,No,-0.6,No,Yes,Yes,No,In Progress,0.92,2.04,3.7,High,Medium,Low,II,Sandy,Good,58.6,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0295,Uttar Pradesh,Meerut,Power,32.3,18,Mostly Paid,13,1,Mostly Obtained,58.6,34.7,80.0,Complete,Pending,3,Rehabilitation,3,0,19,31.22605,77.061448,synthetic_demo_district_center,Green Zone,32.0,5.0,14.3,7.56,No,No,1061.0,Yes,Approved,No,No,74.4,4.1,4.16,4.35,4.79,18.18,Plateau,Wasteland,65.8,9.9,0.1,3.1,Yes,Not Required,1,1,1,68.1,Partial,Low,Yes,Not Required,Private,,Verified,No,Clear,No,Not Available,85.6,No,,2,2,Not Required,Approved,Issued,95.9,156.23,172.73,92.8,No,16.2,No,Yes,Yes,Yes,Not Required,1.51,0.15,3.89,High,Low,Low,III,Black,Good,51.0,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0296,Uttar Pradesh,Agra,Metro,5.1,3,Partially Paid,17,0,Mostly Obtained,45.1,86.5,53.5,Complete,Completed,4,Compensation,3,1,70,31.001502,77.376388,synthetic_demo_district_center,Non-Green Zone,15.6,9.8,12.8,0.92,No,Yes,96.0,No,Approved,No,No,674.4,8.1,3.38,9.18,11.18,8.41,Plain,Government,80.9,9.4,2.5,1.2,Yes,Not Required,12,4,2,37.1,Partial,High,Yes,In Progress,Private,Possible,Under Review,No,Clear,No,Updated,93.4,No,,2,2,Pending,Approved,Issued,62.7,2965.2,4691.69,81.0,No,17.8,No,Yes,Yes,No,Not Required,1.64,3.3,6.86,Low,Low,Medium,II,Laterite,Good,38.7,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0297,Bihar,Bhagalpur,Railway,39.2,17,Mostly Paid,10,1,Mostly Obtained,68.8,69.1,83.5,Partially Complete,Completed,6,Compensation,2,0,0,26.875712,81.006789,synthetic_demo_district_center,Non-Green Zone,4.9,6.6,15.4,6.86,No,No,91.0,No,Not Required,No,No,1069.2,3.1,0.52,3.26,3.31,21.23,Plain,Wasteland,50.6,4.0,3.1,1.5,No,Not Required,6,6,2,85.3,Obtained,Medium,Yes,Not Required,Private,,Verified,No,Clear,No,Updated,68.6,No,,6,3,Completed,Approved,Issued,88.6,1895.77,2893.41,31.5,No,32.6,Yes,Yes,Yes,No,Completed,1.29,4.34,10.43,Low,Medium,Low,III,Red,Good,34.5,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0298,Gujarat,Surat,Highway,47.7,35,Mostly Paid,50,1,Mostly Obtained,30.2,59.9,23.4,Complete,Completed,6,Closure,1,0,4,23.217802,77.309224,synthetic_demo_district_center,Buffer Zone,24.5,1.7,9.0,9.11,No,No,259.0,No,Not Required,Yes,Yes,848.3,3.7,3.78,4.38,17.53,2.35,Plain,Agricultural,65.9,5.0,3.6,0.5,Yes,Not Required,5,4,1,68.7,Partial,Medium,Yes,Not Required,Private,,Issue Found,Yes,Clear,No,Updated,87.6,No,,5,0,Pending,Approved,Issued,77.5,1527.35,1554.33,72.9,No,30.1,No,Yes,Yes,No,Completed,1.22,2.96,2.5,Low,Low,Medium,III,Loamy,Good,73.9,High,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0299,Madhya Pradesh,Ujjain,Highway,15.7,5,Not Started,14,1,Partial,5.5,88.3,45.6,Complete,Completed,3,Closure,0,0,7,26.785588,80.995233,synthetic_demo_district_center,Green Zone,25.9,3.2,14.8,6.11,No,Yes,839.0,Yes,Not Required,No,No,646.6,4.0,2.86,5.48,6.21,7.61,Plain,Residential,54.4,10.7,1.7,12.6,No,Pending,7,3,2,37.1,Obtained,Medium,Yes,Planned,Joint,,Under Review,No,Reported,No,Pending,87.6,Yes,,6,1,Completed,Pending,Pending,84.0,598.91,979.64,46.5,Yes,20.2,No,Yes,Yes,Yes,In Progress,0.48,1.12,0.57,Medium,High,Low,II,Loamy,Moderate,44.9,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0300,West Bengal,Darjeeling,Railway,26.9,9,Fully Paid,84,0,Partial,45.4,64.6,85.8,Complete,Partially Completed,1,Possession,1,0,8,23.652568,85.253878,synthetic_demo_district_center,Non-Green Zone,25.5,4.4,10.5,5.13,No,No,983.0,No,Not Required,Yes,Yes,1533.5,3.5,5.95,9.18,3.38,3.44,Plain,Residential,60.2,10.2,0.7,8.2,No,Not Required,6,5,1,61.1,Obtained,Low,Yes,Not Required,Private,,Verified,No,Clear,No,Updated,76.7,Yes,,3,3,Pending,Approved,Pending,75.2,1662.24,1808.05,53.9,Yes,34.4,Yes,No,No,Yes,Not Required,1.06,8.06,2.92,Medium,Low,Medium,IV,Alluvial,Good,28.6,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0301,Bihar,Bhagalpur,Power,106.2,51,Mostly Paid,41,1,Partial,29.6,92.6,58.4,Complete,Pending,3,Compensation,2,0,6,12.889218,77.493134,synthetic_demo_district_center,Non-Green Zone,10.8,13.2,14.7,9.66,Yes,No,1270.0,Yes,Not Required,No,No,897.3,3.9,0.88,2.98,2.33,4.2,Hilly,Agricultural,48.0,16.2,8.1,0.4,No,Pending,5,2,1,21.6,Obtained,Low,Yes,Not Required,Private,,Verified,No,Under Verification,No,Updated,92.6,No,,6,0,Completed,Partially Approved,Pending,62.7,1045.53,1324.47,34.4,No,27.3,No,Yes,No,No,Pending,1.51,1.91,1.36,Medium,Low,Low,III,Loamy,Moderate,36.3,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0302,Odisha,Cuttack,Airport,16.8,13,Mostly Paid,10,0,Not Started,43.0,67.2,60.4,Complete,Partially Completed,4,Rehabilitation,1,0,12,30.897341,76.05919,synthetic_demo_district_center,Non-Green Zone,23.8,6.7,0.9,10.27,No,Yes,872.0,No,Pending,No,No,1421.3,0.5,0.59,11.01,4.69,4.12,Plain,Agricultural,52.9,16.4,0.1,2.0,No,Not Required,7,4,1,32.0,Partial,High,Yes,In Progress,Government,Confirmed,Issue Found,Yes,Under Verification,No,Pending,97.2,Yes,Pending,6,3,Not Required,Pending,Issued,56.2,2772.21,4379.03,67.5,No,17.0,No,No,Yes,Yes,In Progress,1.85,4.49,2.59,Medium,High,Medium,III,Loamy,Moderate,79.2,High,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0303,Uttar Pradesh,Meerut,Irrigation,11.1,9,Fully Paid,46,1,Mostly Obtained,74.3,38.8,59.3,Complete,Completed,1,Compensation,2,0,3,23.244758,77.568344,synthetic_demo_district_center,Non-Green Zone,19.0,12.4,18.8,1.03,No,No,328.0,No,Not Required,No,No,790.4,3.3,13.51,0.92,16.98,9.8,Plain,Commercial,52.5,11.5,10.5,7.8,No,Not Required,30,8,3,91.4,Pending,Low,Yes,Completed,Private,,Verified,No,Clear,No,Updated,92.4,No,,6,1,Completed,Pending,Issued,58.3,4650.85,6546.56,81.7,Yes,23.7,No,Yes,Yes,No,In Progress,0.72,0.8,3.54,Medium,Medium,High,V,Red,Good,46.8,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0304,Bihar,Muzaffarpur,Irrigation,74.5,27,Partially Paid,75,0,Not Started,30.5,69.5,57.3,Complete,Completed,2,Notification,4,0,34,17.397955,78.646192,synthetic_demo_district_center,Non-Green Zone,27.1,3.7,16.7,2.84,No,No,429.0,No,Not Required,Yes,Yes,860.0,1.3,3.56,4.62,1.93,7.94,Plain,Wasteland,44.6,6.1,2.7,2.5,Yes,Not Required,4,0,2,65.5,Obtained,Low,No,Completed,Government,,Issue Found,Yes,Clear,No,Pending,67.0,No,,0,0,Pending,Approved,Issued,84.4,1142.48,1642.46,42.9,No,-0.6,No,Yes,No,Yes,Completed,0.64,0.59,3.6,Low,Low,Low,II,Alluvial,Good,52.0,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0305,Madhya Pradesh,Bhopal,Irrigation,106.9,51,Partially Paid,28,2,Full,54.1,71.2,57.8,Complete,Completed,5,Possession,1,1,126,16.612321,80.55901,synthetic_demo_district_center,Green Zone,31.1,5.7,32.8,6.03,No,No,310.0,Yes,Approved,No,No,1067.6,2.6,1.21,4.56,3.45,4.8,Plain,Government,55.0,3.4,5.8,10.5,Yes,Pending,13,4,5,98.7,Partial,Medium,Yes,Not Required,Private,Possible,Under Review,No,Under Verification,No,Updated,91.4,No,,2,2,Pending,Approved,Pending,55.3,1971.8,3378.87,43.3,No,5.2,Yes,Yes,No,No,Not Required,0.62,2.11,3.09,Low,Low,Medium,II,Black,Moderate,56.7,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0306,Uttar Pradesh,Mathura,Power,24.6,4,Fully Paid,81,0,Full,41.4,34.5,52.8,Incomplete,Pending,4,Planning,3,0,21,26.208108,91.676125,synthetic_demo_district_center,Non-Green Zone,8.1,2.3,11.5,2.58,Yes,No,283.0,Yes,Not Required,No,No,1040.3,6.1,0.51,11.07,6.5,20.03,Plain,Agricultural,84.0,5.3,4.7,3.1,No,Not Required,7,3,0,80.0,Partial,Low,Yes,In Progress,Private,,Verified,No,Clear,No,Not Available,79.5,No,,6,2,Not Required,Pending,Issued,82.7,1434.05,2807.79,19.9,No,-12.2,Yes,Yes,No,No,Pending,0.57,3.97,3.78,Medium,Low,Low,V,Black,Moderate,46.9,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0307,Maharashtra,Pune,Railway,52.4,34,Partially Paid,42,0,Full,34.3,68.5,50.9,Complete,Completed,5,Compensation,2,0,9,25.396131,85.026585,synthetic_demo_district_center,Non-Green Zone,43.3,17.2,14.8,5.21,Yes,No,779.0,Yes,Not Required,Yes,Yes,1137.1,2.7,5.79,8.86,6.51,7.89,Plateau,Residential,68.2,17.5,4.6,5.0,No,Not Required,2,1,0,38.0,Obtained,Medium,Yes,In Progress,Joint,,Issue Found,Yes,Clear,No,Updated,93.9,No,,3,3,Pending,Approved,Issued,83.4,371.1,458.68,1.2,No,10.0,No,Yes,Yes,No,Not Required,3.17,0.98,7.47,Medium,Low,Low,III,Alluvial,Good,56.0,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0308,Bihar,Gaya,Airport,67.1,37,Fully Paid,18,1,Full,75.7,28.1,87.6,Complete,Pending,5,Rehabilitation,3,0,17,30.44097,78.151818,synthetic_demo_district_center,Non-Green Zone,29.2,12.7,14.9,4.45,No,No,791.0,No,Approved,No,No,1234.7,6.1,3.86,9.65,3.11,5.39,Plain,Industrial,50.1,13.9,2.5,0.6,No,Not Required,18,6,1,69.1,Obtained,Low,Yes,Not Required,Private,,Verified,No,Clear,No,Pending,76.8,No,,1,1,Not Required,Pending,Issued,62.5,3010.79,3513.92,49.9,No,-2.2,Yes,No,Yes,No,Not Required,1.27,4.32,4.09,Low,Low,Low,IV,Laterite,Moderate,46.4,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0309,Karnataka,Hubballi,Power,14.1,8,Partially Paid,116,0,Partial,83.7,66.4,54.6,Complete,Completed,1,Notification,1,1,129,31.276315,77.073594,synthetic_demo_district_center,Non-Green Zone,13.4,2.3,18.2,4.05,No,No,415.0,No,Not Required,No,No,1263.0,3.1,3.94,5.15,11.84,25.96,Plain,Agricultural,72.7,3.8,0.7,5.8,No,Not Required,6,3,0,74.1,Pending,Medium,Yes,Planned,Private,Possible,Under Review,No,Under Verification,No,Pending,86.3,No,,2,2,Completed,Pending,Issued,73.3,1656.16,2377.02,93.7,No,-3.0,No,Yes,No,No,Not Required,2.52,2.3,3.12,Medium,Low,Low,IV,Black,Good,38.0,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0310,Uttar Pradesh,Meerut,Industrial,17.0,9,Not Started,8,1,Full,73.4,54.8,62.6,Incomplete,Completed,2,Closure,1,0,14,30.485085,78.01137,synthetic_demo_district_center,Non-Green Zone,22.9,6.3,12.7,5.49,No,No,377.0,No,Not Required,No,No,1063.8,1.5,5.47,3.15,10.86,6.98,Plain,Residential,35.2,6.8,1.1,0.9,No,Pending,5,2,0,48.5,Obtained,Low,Yes,Completed,Government,Possible,Verified,No,Under Verification,No,Updated,95.4,Yes,,0,0,Completed,Pending,Pending,88.1,302.5,557.43,21.3,No,-9.6,Yes,Yes,Yes,No,In Progress,2.57,0.29,4.15,Medium,Low,Low,II,Black,Poor,33.7,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
